Fold,Epoch,Loss,Accuracy,Pred_Real,Pred_Fake,True_Real,True_Fake,TN,FP,FN,TP
6,31,0.08076728880405426,0.8188976377952756,63,64,52,75,46,6,17,58
6,32,0.07008426636457443,0.8188976377952756,63,64,52,75,46,6,17,58
6,33,0.05234218388795853,0.8188976377952756,61,66,52,75,45,7,16,59
6,34,0.052872009575366974,0.8188976377952756,61,66,52,75,45,7,16,59
6,35,0.051954012364149094,0.8188976377952756,61,66,52,75,45,7,16,59
6,36,0.039200276136398315,0.8188976377952756,61,66,52,75,45,7,16,59
6,37,0.0371304489672184,0.8188976377952756,61,66,52,75,45,7,16,59
6,38,0.034173861145973206,0.8188976377952756,61,66,52,75,45,7,16,59
6,39,0.030736416578292847,0.8188976377952756,61,66,52,75,45,7,16,59
6,40,0.028895851224660873,0.8110236220472441,62,65,52,75,45,7,17,58
6,41,0.02110528200864792,0.8110236220472441,62,65,52,75,45,7,17,58
6,42,0.03233807533979416,0.8031496062992126,63,64,52,75,45,7,18,57
6,43,0.020485227927565575,0.8031496062992126,63,64,52,75,45,7,18,57
6,44,0.018462304025888443,0.7952755905511811,64,63,52,75,45,7,19,56
6,45,0.017055900767445564,0.8031496062992126,63,64,52,75,45,7,18,57
6,46,0.01803634688258171,0.8110236220472441,62,65,52,75,45,7,17,58
6,47,0.013062814250588417,0.8188976377952756,61,66,52,75,45,7,16,59
6,48,0.012388918548822403,0.8267716535433071,60,67,52,75,45,7,15,60
6,49,0.015425696037709713,0.8346456692913385,59,68,52,75,45,7,14,61
7,0,0.734758198261261,0.5905511811023622,0,127,52,75,0,52,0,75
7,1,50.201454162597656,0.5905511811023622,0,127,52,75,0,52,0,75
7,2,9.749712944030762,0.4094488188976378,127,0,52,75,52,0,75,0
7,3,4.849605560302734,0.4094488188976378,127,0,52,75,52,0,75,0
7,4,2.3435440063476562,0.4094488188976378,127,0,52,75,52,0,75,0
7,5,1.9628750085830688,0.4094488188976378,127,0,52,75,52,0,75,0
7,6,1.6784377098083496,0.4094488188976378,127,0,52,75,52,0,75,0
7,7,1.4543449878692627,0.4094488188976378,127,0,52,75,52,0,75,0
7,8,1.2745696306228638,0.41732283464566927,126,1,52,75,52,0,74,1
7,9,1.152384638786316,0.4251968503937008,121,6,52,75,50,2,71,4
7,10,1.0436151027679443,0.41732283464566927,124,3,52,75,51,1,73,2
7,11,0.9042215347290039,0.4330708661417323,124,3,52,75,52,0,72,3
7,12,0.8063063621520996,0.48031496062992124,116,11,52,75,51,1,65,10
7,13,0.6853533983230591,0.5433070866141733,106,21,52,75,50,2,56,19
7,14,0.6051759123802185,0.5590551181102362,106,21,52,75,51,1,55,20
7,15,0.5011721849441528,0.5748031496062992,102,25,52,75,50,2,52,23
